type,depth,arity,density
random,5,0.9565217391304348,0.043478260869565216
natural,4,0.9166666666666666,0.08333333333333333
random,3,0.9166666666666666,0.08333333333333333
natural,3,0.8888888888888888,0.1111111111111111
random,3,0.8888888888888888,0.1111111111111111
natural,5,0.8888888888888888,0.1111111111111111
random,3,0.8888888888888888,0.1111111111111111
natural,7,0.972972972972973,0.02702702702702703
random,7,0.972972972972973,0.02702702702702703
natural,7,0.9565217391304348,0.043478260869565216
random,6,0.9565217391304348,0.043478260869565216
natural,8,0.9655172413793104,0.034482758620689655
random,5,0.9655172413793104,0.034482758620689655
natural,10,0.9642857142857143,0.03571428571428571
random,5,0.9642857142857143,0.03571428571428571
natural,8,0.9629629629629629,0.037037037037037035
random,7,0.9629629629629629,0.037037037037037035
natural,10,0.95,0.05
random,5,0.95,0.05
natural,5,0.9285714285714286,0.07142857142857142
random,5,0.9285714285714286,0.07142857142857142
natural,8,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,9,0.95,0.05
random,6,0.95,0.05
natural,6,0.9565217391304348,0.043478260869565216
random,4,0.9565217391304348,0.043478260869565216
natural,7,0.9615384615384616,0.038461538461538464
random,6,0.9615384615384616,0.038461538461538464
natural,9,0.9642857142857143,0.03571428571428571
random,7,0.9642857142857143,0.03571428571428571
natural,4,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,3,0.9,0.1
random,3,0.9,0.1
natural,6,0.9629629629629629,0.037037037037037035
random,5,0.9629629629629629,0.037037037037037035
natural,4,0.9090909090909091,0.09090909090909091
random,5,0.9090909090909091,0.09090909090909091
natural,7,0.9285714285714286,0.07142857142857142
random,3,0.9285714285714286,0.07142857142857142
natural,5,0.9666666666666667,0.03333333333333333
random,4,0.9666666666666667,0.03333333333333333
natural,6,0.9545454545454546,0.045454545454545456
random,4,0.9545454545454546,0.045454545454545456
natural,5,0.9473684210526315,0.05263157894736842
random,4,0.9473684210526315,0.05263157894736842
natural,7,0.9736842105263158,0.02631578947368421
random,7,0.9736842105263158,0.02631578947368421
natural,6,0.9166666666666666,0.08333333333333333
random,3,0.9166666666666666,0.08333333333333333
natural,5,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,5,0.9565217391304348,0.043478260869565216
random,5,0.9565217391304348,0.043478260869565216
natural,8,0.96,0.04
random,5,0.96,0.04
natural,7,0.95,0.05
random,4,0.95,0.05
natural,4,0.9523809523809523,0.047619047619047616
random,7,0.9523809523809523,0.047619047619047616
natural,4,0.9,0.1
random,3,0.9,0.1
natural,5,0.9230769230769231,0.07692307692307693
random,3,0.9230769230769231,0.07692307692307693
natural,7,0.967741935483871,0.03225806451612903
random,6,0.967741935483871,0.03225806451612903
natural,6,0.9615384615384616,0.038461538461538464
random,5,0.9615384615384616,0.038461538461538464
natural,4,0.9090909090909091,0.09090909090909091
random,4,0.9090909090909091,0.09090909090909091
natural,7,0.9545454545454546,0.045454545454545456
random,4,0.9545454545454546,0.045454545454545456
natural,7,0.9411764705882353,0.058823529411764705
random,5,0.9411764705882353,0.058823529411764705
natural,4,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,6,0.9523809523809523,0.047619047619047616
random,4,0.9523809523809523,0.047619047619047616
natural,3,0.875,0.125
random,3,0.875,0.125
natural,7,0.9722222222222222,0.027777777777777776
random,6,0.9722222222222222,0.027777777777777776
natural,3,0.8571428571428571,0.14285714285714285
random,3,0.8571428571428571,0.14285714285714285
natural,4,0.9166666666666666,0.08333333333333333
random,4,0.9166666666666666,0.08333333333333333
natural,4,0.9411764705882353,0.058823529411764705
random,4,0.9411764705882353,0.058823529411764705
natural,5,0.9655172413793104,0.034482758620689655
random,5,0.9655172413793104,0.034482758620689655
natural,4,0.9166666666666666,0.08333333333333333
random,5,0.9166666666666666,0.08333333333333333
natural,6,0.9565217391304348,0.043478260869565216
random,5,0.9565217391304348,0.043478260869565216
natural,5,0.9583333333333334,0.041666666666666664
random,4,0.9583333333333334,0.041666666666666664
natural,9,0.9583333333333334,0.041666666666666664
random,5,0.9583333333333334,0.041666666666666664
natural,9,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,5,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,6,0.9333333333333333,0.06666666666666667
random,4,0.9333333333333333,0.06666666666666667
natural,8,0.9545454545454546,0.045454545454545456
random,5,0.9545454545454546,0.045454545454545456
natural,8,0.9743589743589743,0.02564102564102564
random,7,0.9743589743589743,0.02564102564102564
natural,6,0.9444444444444444,0.05555555555555555
random,3,0.9444444444444444,0.05555555555555555
natural,8,0.9565217391304348,0.043478260869565216
random,6,0.9565217391304348,0.043478260869565216
natural,5,0.9473684210526315,0.05263157894736842
random,7,0.9473684210526315,0.05263157894736842
natural,10,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,6,0.9642857142857143,0.03571428571428571
random,6,0.9642857142857143,0.03571428571428571
natural,4,0.8888888888888888,0.1111111111111111
random,3,0.8888888888888888,0.1111111111111111
natural,4,0.9473684210526315,0.05263157894736842
random,5,0.9473684210526315,0.05263157894736842
natural,7,0.9523809523809523,0.047619047619047616
random,4,0.9523809523809523,0.047619047619047616
natural,11,0.9655172413793104,0.034482758620689655
random,5,0.9655172413793104,0.034482758620689655
natural,5,0.9736842105263158,0.02631578947368421
random,7,0.9736842105263158,0.02631578947368421
natural,3,0.9,0.1
random,3,0.9,0.1
natural,4,0.9375,0.0625
random,5,0.9375,0.0625
natural,5,0.9565217391304348,0.043478260869565216
random,5,0.9565217391304348,0.043478260869565216
natural,4,0.9375,0.0625
random,4,0.9375,0.0625
natural,9,0.9629629629629629,0.037037037037037035
random,4,0.9629629629629629,0.037037037037037035
natural,6,0.9166666666666666,0.08333333333333333
random,4,0.9166666666666666,0.08333333333333333
natural,4,0.9375,0.0625
random,4,0.9375,0.0625
natural,4,0.9411764705882353,0.058823529411764705
random,5,0.9411764705882353,0.058823529411764705
natural,3,0.9166666666666666,0.08333333333333333
random,5,0.9166666666666666,0.08333333333333333
natural,5,0.9411764705882353,0.058823529411764705
random,4,0.9411764705882353,0.058823529411764705
natural,4,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,3,0.8888888888888888,0.1111111111111111
random,4,0.8888888888888888,0.1111111111111111
natural,9,0.9791666666666666,0.020833333333333332
random,7,0.9791666666666666,0.020833333333333332
natural,4,0.9444444444444444,0.05555555555555555
random,5,0.9444444444444444,0.05555555555555555
natural,4,0.9166666666666666,0.08333333333333333
random,5,0.9166666666666666,0.08333333333333333
natural,10,0.9655172413793104,0.034482758620689655
random,7,0.9655172413793104,0.034482758620689655
natural,2,0.8333333333333334,0.16666666666666666
random,3,0.8333333333333334,0.16666666666666666
natural,4,0.9473684210526315,0.05263157894736842
random,5,0.9473684210526315,0.05263157894736842
natural,9,0.9473684210526315,0.05263157894736842
random,6,0.9473684210526315,0.05263157894736842
natural,3,0.8888888888888888,0.1111111111111111
random,2,0.8888888888888888,0.1111111111111111
natural,3,0.875,0.125
random,3,0.875,0.125
natural,4,0.9090909090909091,0.09090909090909091
random,4,0.9090909090909091,0.09090909090909091
natural,3,0.875,0.125
random,2,0.875,0.125
natural,3,0.8888888888888888,0.1111111111111111
random,4,0.8888888888888888,0.1111111111111111
natural,5,0.95,0.05
random,5,0.95,0.05
natural,3,0.9,0.1
random,3,0.9,0.1
natural,1,0.8333333333333334,0.16666666666666666
random,3,0.8333333333333334,0.16666666666666666
natural,3,0.8888888888888888,0.1111111111111111
random,4,0.8888888888888888,0.1111111111111111
natural,6,0.9473684210526315,0.05263157894736842
random,5,0.9473684210526315,0.05263157894736842
natural,3,0.8571428571428571,0.14285714285714285
random,5,0.8571428571428571,0.14285714285714285
natural,3,0.8571428571428571,0.14285714285714285
random,2,0.8571428571428571,0.14285714285714285
natural,7,0.9411764705882353,0.058823529411764705
random,5,0.9411764705882353,0.058823529411764705
natural,4,0.9375,0.0625
random,6,0.9375,0.0625
natural,4,0.9,0.1
random,3,0.9,0.1
natural,6,0.9583333333333334,0.041666666666666664
random,4,0.9583333333333334,0.041666666666666664
natural,6,0.9655172413793104,0.034482758620689655
random,4,0.9655172413793104,0.034482758620689655
natural,7,0.9523809523809523,0.047619047619047616
random,4,0.9523809523809523,0.047619047619047616
natural,2,0.8888888888888888,0.1111111111111111
random,3,0.8888888888888888,0.1111111111111111
natural,2,0.8333333333333334,0.16666666666666666
random,3,0.8333333333333334,0.16666666666666666
natural,6,0.9285714285714286,0.07142857142857142
random,3,0.9285714285714286,0.07142857142857142
natural,6,0.9230769230769231,0.07692307692307693
random,3,0.9230769230769231,0.07692307692307693
natural,5,0.95,0.05
random,4,0.95,0.05
natural,4,0.9,0.1
random,3,0.9,0.1
natural,7,0.9696969696969697,0.030303030303030304
random,5,0.9696969696969697,0.030303030303030304
natural,3,0.8888888888888888,0.1111111111111111
random,5,0.8888888888888888,0.1111111111111111
natural,5,0.9230769230769231,0.07692307692307693
random,4,0.9230769230769231,0.07692307692307693
natural,3,0.9166666666666666,0.08333333333333333
random,3,0.9166666666666666,0.08333333333333333
natural,9,0.9722222222222222,0.027777777777777776
random,6,0.9722222222222222,0.027777777777777776
natural,6,0.9565217391304348,0.043478260869565216
random,5,0.9565217391304348,0.043478260869565216
natural,6,0.9655172413793104,0.034482758620689655
random,5,0.9655172413793104,0.034482758620689655
natural,5,0.9333333333333333,0.06666666666666667
random,5,0.9333333333333333,0.06666666666666667
natural,7,0.9444444444444444,0.05555555555555555
random,5,0.9444444444444444,0.05555555555555555
natural,6,0.9583333333333334,0.041666666666666664
random,5,0.9583333333333334,0.041666666666666664
natural,3,0.9,0.1
random,5,0.9,0.1
natural,6,0.9375,0.0625
random,4,0.9375,0.0625
natural,4,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,4,0.9166666666666666,0.08333333333333333
random,3,0.9166666666666666,0.08333333333333333
natural,8,0.9642857142857143,0.03571428571428571
random,5,0.9642857142857143,0.03571428571428571
natural,11,0.967741935483871,0.03225806451612903
random,7,0.967741935483871,0.03225806451612903
natural,7,0.9375,0.0625
random,5,0.9375,0.0625
natural,4,0.96,0.04
random,5,0.96,0.04
natural,6,0.9230769230769231,0.07692307692307693
random,4,0.9230769230769231,0.07692307692307693
natural,7,0.9375,0.0625
random,5,0.9375,0.0625
natural,4,0.9,0.1
random,4,0.9,0.1
natural,6,0.96875,0.03125
random,5,0.96875,0.03125
natural,8,0.9411764705882353,0.058823529411764705
random,5,0.9411764705882353,0.058823529411764705
natural,7,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,4,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,7,0.9583333333333334,0.041666666666666664
random,5,0.9583333333333334,0.041666666666666664
natural,8,0.9444444444444444,0.05555555555555555
random,6,0.9444444444444444,0.05555555555555555
natural,3,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,9,0.9565217391304348,0.043478260869565216
random,6,0.9565217391304348,0.043478260869565216
natural,9,0.9545454545454546,0.045454545454545456
random,5,0.9545454545454546,0.045454545454545456
natural,6,0.96,0.04
random,7,0.96,0.04
natural,2,0.8333333333333334,0.16666666666666666
random,3,0.8333333333333334,0.16666666666666666
natural,8,0.9655172413793104,0.034482758620689655
random,4,0.9655172413793104,0.034482758620689655
natural,5,0.9473684210526315,0.05263157894736842
random,3,0.9473684210526315,0.05263157894736842
natural,6,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,9,0.9444444444444444,0.05555555555555555
random,5,0.9444444444444444,0.05555555555555555
natural,5,0.9333333333333333,0.06666666666666667
random,4,0.9333333333333333,0.06666666666666667
natural,3,0.8571428571428571,0.14285714285714285
random,2,0.8571428571428571,0.14285714285714285
natural,7,0.9375,0.0625
random,6,0.9375,0.0625
natural,6,0.9230769230769231,0.07692307692307693
random,5,0.9230769230769231,0.07692307692307693
natural,6,0.9166666666666666,0.08333333333333333
random,5,0.9166666666666666,0.08333333333333333
natural,6,0.9523809523809523,0.047619047619047616
random,7,0.9523809523809523,0.047619047619047616
natural,4,0.9090909090909091,0.09090909090909091
random,3,0.9090909090909091,0.09090909090909091
natural,9,0.9696969696969697,0.030303030303030304
random,5,0.9696969696969697,0.030303030303030304
natural,8,0.9615384615384616,0.038461538461538464
random,5,0.9615384615384616,0.038461538461538464
natural,4,0.9444444444444444,0.05555555555555555
random,3,0.9444444444444444,0.05555555555555555
natural,8,0.9629629629629629,0.037037037037037035
random,6,0.9629629629629629,0.037037037037037035
natural,6,0.9375,0.0625
random,5,0.9375,0.0625
natural,2,0.8,0.2
random,3,0.8,0.2
natural,5,0.9375,0.0625
random,5,0.9375,0.0625
natural,4,0.9375,0.0625
random,4,0.9375,0.0625
natural,7,0.9545454545454546,0.045454545454545456
random,5,0.9545454545454546,0.045454545454545456
natural,10,0.9583333333333334,0.041666666666666664
random,6,0.9583333333333334,0.041666666666666664
natural,7,0.9411764705882353,0.058823529411764705
random,5,0.9411764705882353,0.058823529411764705
natural,4,0.95,0.05
random,5,0.95,0.05
natural,6,0.9230769230769231,0.07692307692307693
random,4,0.9230769230769231,0.07692307692307693
natural,8,0.9565217391304348,0.043478260869565216
random,5,0.9565217391304348,0.043478260869565216
natural,6,0.967741935483871,0.03225806451612903
random,5,0.967741935483871,0.03225806451612903
natural,2,0.8888888888888888,0.1111111111111111
random,4,0.8888888888888888,0.1111111111111111
natural,8,0.96,0.04
random,5,0.96,0.04
natural,3,0.9090909090909091,0.09090909090909091
random,2,0.9090909090909091,0.09090909090909091
natural,7,0.9523809523809523,0.047619047619047616
random,3,0.9523809523809523,0.047619047619047616
natural,2,0.875,0.125
random,3,0.875,0.125
natural,5,0.9230769230769231,0.07692307692307693
random,5,0.9230769230769231,0.07692307692307693
natural,3,0.8888888888888888,0.1111111111111111
random,2,0.8888888888888888,0.1111111111111111
natural,4,0.9375,0.0625
random,4,0.9375,0.0625
natural,3,0.9411764705882353,0.058823529411764705
random,4,0.9411764705882353,0.058823529411764705
natural,3,0.9090909090909091,0.09090909090909091
random,5,0.9090909090909091,0.09090909090909091
natural,4,0.9523809523809523,0.047619047619047616
random,4,0.9523809523809523,0.047619047619047616
natural,5,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,4,0.9333333333333333,0.06666666666666667
random,4,0.9333333333333333,0.06666666666666667
natural,5,0.9473684210526315,0.05263157894736842
random,4,0.9473684210526315,0.05263157894736842
natural,5,0.9285714285714286,0.07142857142857142
random,5,0.9285714285714286,0.07142857142857142
natural,6,0.9655172413793104,0.034482758620689655
random,6,0.9655172413793104,0.034482758620689655
natural,6,0.9166666666666666,0.08333333333333333
random,4,0.9166666666666666,0.08333333333333333
natural,5,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,6,0.9545454545454546,0.045454545454545456
random,5,0.9545454545454546,0.045454545454545456
natural,7,0.9411764705882353,0.058823529411764705
random,5,0.9411764705882353,0.058823529411764705
natural,5,0.96,0.04
random,4,0.96,0.04
natural,3,0.9444444444444444,0.05555555555555555
random,5,0.9444444444444444,0.05555555555555555
natural,5,0.9166666666666666,0.08333333333333333
random,4,0.9166666666666666,0.08333333333333333
natural,9,0.9565217391304348,0.043478260869565216
random,6,0.9565217391304348,0.043478260869565216
natural,6,0.967741935483871,0.03225806451612903
random,7,0.967741935483871,0.03225806451612903
natural,3,0.875,0.125
random,3,0.875,0.125
natural,4,0.9333333333333333,0.06666666666666667
random,5,0.9333333333333333,0.06666666666666667
natural,4,0.95,0.05
random,4,0.95,0.05
natural,6,0.95,0.05
random,5,0.95,0.05
natural,7,0.95,0.05
random,5,0.95,0.05
natural,5,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,8,0.9230769230769231,0.07692307692307693
random,4,0.9230769230769231,0.07692307692307693
natural,5,0.9285714285714286,0.07142857142857142
random,5,0.9285714285714286,0.07142857142857142
natural,3,0.8888888888888888,0.1111111111111111
random,4,0.8888888888888888,0.1111111111111111
natural,6,0.9615384615384616,0.038461538461538464
random,6,0.9615384615384616,0.038461538461538464
natural,2,0.875,0.125
random,2,0.875,0.125
natural,7,0.9444444444444444,0.05555555555555555
random,5,0.9444444444444444,0.05555555555555555
natural,4,0.8571428571428571,0.14285714285714285
random,2,0.8571428571428571,0.14285714285714285
natural,3,0.9090909090909091,0.09090909090909091
random,3,0.9090909090909091,0.09090909090909091
natural,3,0.9375,0.0625
random,6,0.9375,0.0625
natural,4,0.9166666666666666,0.08333333333333333
random,6,0.9166666666666666,0.08333333333333333
natural,7,0.9565217391304348,0.043478260869565216
random,5,0.9565217391304348,0.043478260869565216
natural,4,0.9473684210526315,0.05263157894736842
random,6,0.9473684210526315,0.05263157894736842
natural,5,0.9333333333333333,0.06666666666666667
random,3,0.9333333333333333,0.06666666666666667
natural,9,0.9523809523809523,0.047619047619047616
random,4,0.9523809523809523,0.047619047619047616
natural,7,0.95,0.05
random,4,0.95,0.05
natural,8,0.9545454545454546,0.045454545454545456
random,5,0.9545454545454546,0.045454545454545456
natural,3,0.8571428571428571,0.14285714285714285
random,2,0.8571428571428571,0.14285714285714285
natural,4,0.9230769230769231,0.07692307692307693
random,4,0.9230769230769231,0.07692307692307693
natural,5,0.9375,0.0625
random,6,0.9375,0.0625
natural,6,0.9615384615384616,0.038461538461538464
random,7,0.9615384615384616,0.038461538461538464
natural,5,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,2,0.9,0.1
random,5,0.9,0.1
natural,2,0.875,0.125
random,3,0.875,0.125
natural,6,0.9333333333333333,0.06666666666666667
random,4,0.9333333333333333,0.06666666666666667
natural,5,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,5,0.9444444444444444,0.05555555555555555
random,6,0.9444444444444444,0.05555555555555555
natural,5,0.9333333333333333,0.06666666666666667
random,4,0.9333333333333333,0.06666666666666667
natural,4,0.9285714285714286,0.07142857142857142
random,3,0.9285714285714286,0.07142857142857142
natural,7,0.9375,0.0625
random,4,0.9375,0.0625
natural,4,0.9411764705882353,0.058823529411764705
random,7,0.9411764705882353,0.058823529411764705
natural,3,0.9166666666666666,0.08333333333333333
random,5,0.9166666666666666,0.08333333333333333
natural,3,0.8571428571428571,0.14285714285714285
random,3,0.8571428571428571,0.14285714285714285
natural,4,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,3,0.875,0.125
random,4,0.875,0.125
natural,1,0.75,0.25
random,2,0.75,0.25
natural,7,0.9655172413793104,0.034482758620689655
random,7,0.9655172413793104,0.034482758620689655
natural,6,0.9642857142857143,0.03571428571428571
random,7,0.9642857142857143,0.03571428571428571
natural,5,0.9333333333333333,0.06666666666666667
random,4,0.9333333333333333,0.06666666666666667
natural,8,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,5,0.8888888888888888,0.1111111111111111
random,3,0.8888888888888888,0.1111111111111111
natural,5,0.9545454545454546,0.045454545454545456
random,5,0.9545454545454546,0.045454545454545456
natural,2,0.8,0.2
random,3,0.8,0.2
natural,6,0.95,0.05
random,3,0.95,0.05
natural,6,0.9583333333333334,0.041666666666666664
random,4,0.9583333333333334,0.041666666666666664
natural,4,0.9090909090909091,0.09090909090909091
random,4,0.9090909090909091,0.09090909090909091
natural,4,0.9166666666666666,0.08333333333333333
random,6,0.9166666666666666,0.08333333333333333
natural,7,0.9411764705882353,0.058823529411764705
random,3,0.9411764705882353,0.058823529411764705
natural,12,0.9722222222222222,0.027777777777777776
random,5,0.9722222222222222,0.027777777777777776
natural,6,0.9705882352941176,0.029411764705882353
random,4,0.9705882352941176,0.029411764705882353
natural,6,0.9375,0.0625
random,5,0.9375,0.0625
natural,7,0.9285714285714286,0.07142857142857142
random,4,0.9285714285714286,0.07142857142857142
natural,8,0.9473684210526315,0.05263157894736842
random,6,0.9473684210526315,0.05263157894736842
natural,6,0.9523809523809523,0.047619047619047616
random,4,0.9523809523809523,0.047619047619047616
natural,6,0.9166666666666666,0.08333333333333333
random,2,0.9166666666666666,0.08333333333333333
natural,6,0.9696969696969697,0.030303030303030304
random,5,0.9696969696969697,0.030303030303030304
natural,8,0.9565217391304348,0.043478260869565216
random,5,0.9565217391304348,0.043478260869565216
natural,6,0.9375,0.0625
random,5,0.9375,0.0625
natural,6,0.95,0.05
random,5,0.95,0.05
natural,5,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,7,0.9166666666666666,0.08333333333333333
random,4,0.9166666666666666,0.08333333333333333
natural,5,0.96,0.04
random,8,0.96,0.04
natural,6,0.9545454545454546,0.045454545454545456
random,4,0.9545454545454546,0.045454545454545456
natural,8,0.9523809523809523,0.047619047619047616
random,3,0.9523809523809523,0.047619047619047616
natural,5,0.9375,0.0625
random,4,0.9375,0.0625
natural,12,0.95,0.05
random,8,0.95,0.05
natural,5,0.9583333333333334,0.041666666666666664
random,6,0.9583333333333334,0.041666666666666664
natural,8,0.9473684210526315,0.05263157894736842
random,5,0.9473684210526315,0.05263157894736842
natural,4,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,6,0.9523809523809523,0.047619047619047616
random,9,0.9523809523809523,0.047619047619047616
natural,3,0.9090909090909091,0.09090909090909091
random,5,0.9090909090909091,0.09090909090909091
natural,8,0.9411764705882353,0.058823529411764705
random,6,0.9411764705882353,0.058823529411764705
natural,6,0.9473684210526315,0.05263157894736842
random,4,0.9473684210526315,0.05263157894736842
natural,6,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,7,0.96,0.04
random,6,0.96,0.04
natural,4,0.9523809523809523,0.047619047619047616
random,4,0.9523809523809523,0.047619047619047616
natural,5,0.9375,0.0625
random,4,0.9375,0.0625
natural,6,0.9285714285714286,0.07142857142857142
random,3,0.9285714285714286,0.07142857142857142
natural,5,0.9230769230769231,0.07692307692307693
random,5,0.9230769230769231,0.07692307692307693
natural,6,0.9444444444444444,0.05555555555555555
random,6,0.9444444444444444,0.05555555555555555
natural,5,0.9444444444444444,0.05555555555555555
random,3,0.9444444444444444,0.05555555555555555
natural,7,0.9523809523809523,0.047619047619047616
random,6,0.9523809523809523,0.047619047619047616
natural,5,0.95,0.05
random,6,0.95,0.05
natural,5,0.9583333333333334,0.041666666666666664
random,5,0.9583333333333334,0.041666666666666664
natural,7,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,8,0.9523809523809523,0.047619047619047616
random,5,0.9523809523809523,0.047619047619047616
natural,8,0.9772727272727273,0.022727272727272728
random,7,0.9772727272727273,0.022727272727272728
natural,4,0.95,0.05
random,5,0.95,0.05
natural,7,0.9655172413793104,0.034482758620689655
random,6,0.9655172413793104,0.034482758620689655
natural,4,0.9444444444444444,0.05555555555555555
random,6,0.9444444444444444,0.05555555555555555
natural,4,0.8888888888888888,0.1111111111111111
random,3,0.8888888888888888,0.1111111111111111
natural,11,0.9642857142857143,0.03571428571428571
random,6,0.9642857142857143,0.03571428571428571
natural,7,0.9375,0.0625
random,5,0.9375,0.0625
natural,7,0.96,0.04
random,4,0.96,0.04
natural,8,0.9545454545454546,0.045454545454545456
random,6,0.9545454545454546,0.045454545454545456
natural,3,0.9230769230769231,0.07692307692307693
random,5,0.9230769230769231,0.07692307692307693
natural,4,0.9375,0.0625
random,6,0.9375,0.0625
natural,4,0.9333333333333333,0.06666666666666667
random,3,0.9333333333333333,0.06666666666666667
natural,8,0.9473684210526315,0.05263157894736842
random,5,0.9473684210526315,0.05263157894736842
natural,5,0.9583333333333334,0.041666666666666664
random,6,0.9583333333333334,0.041666666666666664
natural,6,0.9629629629629629,0.037037037037037035
random,5,0.9629629629629629,0.037037037037037035
natural,5,0.9444444444444444,0.05555555555555555
random,4,0.9444444444444444,0.05555555555555555
natural,6,0.96,0.04
random,6,0.96,0.04
natural,9,0.96,0.04
random,5,0.96,0.04
natural,7,0.9375,0.0625
random,5,0.9375,0.0625
natural,7,0.9583333333333334,0.041666666666666664
random,5,0.9583333333333334,0.041666666666666664
natural,4,0.9090909090909091,0.09090909090909091
random,4,0.9090909090909091,0.09090909090909091
natural,9,0.9375,0.0625
random,4,0.9375,0.0625
natural,6,0.95,0.05
random,3,0.95,0.05
natural,7,0.9615384615384616,0.038461538461538464
random,7,0.9615384615384616,0.038461538461538464
natural,7,0.9714285714285714,0.02857142857142857
random,8,0.9714285714285714,0.02857142857142857
natural,6,0.9523809523809523,0.047619047619047616
random,4,0.9523809523809523,0.047619047619047616
natural,5,0.9375,0.0625
random,6,0.9375,0.0625
natural,9,0.9772727272727273,0.022727272727272728
random,6,0.9772727272727273,0.022727272727272728
natural,11,0.9722222222222222,0.027777777777777776
random,9,0.9722222222222222,0.027777777777777776
natural,5,0.9411764705882353,0.058823529411764705
random,4,0.9411764705882353,0.058823529411764705
natural,5,0.9444444444444444,0.05555555555555555
random,5,0.9444444444444444,0.05555555555555555
natural,12,0.9767441860465116,0.023255813953488372
random,7,0.9767441860465116,0.023255813953488372
natural,5,0.9523809523809523,0.047619047619047616
random,6,0.9523809523809523,0.047619047619047616
